chrom,start,end,window_id,n_l1,mean_l1_divergence,n_young_l1,n_genes
chr2,32631053,32850416,w54773,51,187.118,8,2
chr17,17102646,17322009,w54774,37,190.649,3,4
chr22,12350608,12569971,w54775,28,145.607,16,0
chr3,196629251,196848614,w54776,23,203.957,3,4
chr1,61626371,61845734,w54777,36,185.833,9,1
chr2,199955264,200174627,w54778,35,179.343,9,3
chr16,12630286,12849649,w54779,49,208.612,6,2
chr21,29916737,30136100,w54780,32,183.656,5,4
chr10,21772481,21991844,w54781,58,189.431,12,0
chr20,48815132,49034495,w54782,35,211.943,2,1
chr14,26210220,26429583,w54783,42,190.095,6,4
chr9,70064206,70283569,w54784,0,,0,0
chr18,18107898,18327261,w54785,0,,0,0
chr7,102762308,102981671,w54786,30,215.3,2,2
chr6,156146146,156365509,w54787,24,176.417,2,1
chr12,80013816,80233179,w54788,44,164.955,13,1
chr13,18093989,18313352,w54789,45,208.156,9,3
chr5,69887665,70107028,w54790,56,192.625,5,6
chr7,99070965,99290328,w54791,44,185.75,4,6
chr3,37821470,38040833,w54792,46,206.109,2,6
chr2,48225997,48445360,w54793,60,195.75,7,2
chr5,137943125,138162488,w54794,55,165.545,13,1
chr8,37706869,37926232,w54795,39,182.436,14,1
chr2,105858316,106077679,w54796,49,189.837,11,2
chr2,220363795,220583158,w54797,35,182.257,8,2
chr2,127541744,127761107,w54798,53,211.358,5,3
chr17,13389820,13609183,w54799,51,219.569,6,2
chr12,3600466,3819829,w54800,27,179.333,5,1
chr2,193853511,194072874,w54801,41,190.732,15,0
chr11,2855995,3075358,w54802,28,220.357,4,9
chr8,97161195,97380558,w54803,38,179.684,7,3
chr9,68113015,68332378,w54804,0,,0,0
chr15,85811065,86030428,w54805,22,198.136,4,2
chr7,31185034,31404397,w54806,43,199.116,10,1
chr4,176056866,176276229,w54807,36,207.222,6,1
chr14,18104829,18324192,w54808,28,158.857,13,10
chr2,68329065,68548428,w54809,59,191.61,15,4
chr19,40080740,40300103,w54810,60,202.9,10,4
chr19,34775479,34994842,w54811,51,185.804,13,3
chr5,82824140,83043503,w54812,31,170.452,10,0
chr14,75692520,75911883,w54813,27,189.185,7,2
chr18,15895254,16114617,w54814,1,19.0,1,0
chr18,32572925,32792288,w54815,40,180.05,10,2
chr2,224402565,224621928,w54816,35,191.971,11,3
chr2,167453190,167672553,w54817,55,186.182,21,2
chr8,47633124,47852487,w54818,52,167.769,15,1
chr9,145577444,145796807,w54819,15,242.8,0,9
chr5,687685,907048,w54820,53,233.585,8,5
chr1,18948322,19167685,w54821,27,198.593,0,9
chr7,78831082,79050445,w54822,37,202.703,3,4
chr4,8299767,8519130,w54823,30,237.833,3,3
chr7,107414927,107634290,w54824,38,181.316,10,2
chr4,127959409,128178772,w54825,45,202.8,11,1
chr7,10154134,10373497,w54826,55,208.673,12,0
chr10,50960126,51179489,w54827,52,190.231,10,1
chr5,82315972,82535335,w54828,52,186.538,8,1
chr3,38224216,38443579,w54829,66,191.879,8,3
chr6,33825657,34045020,w54830,21,231.571,0,2
chr4,144552109,144771472,w54831,39,172.718,13,1
chr1,40053122,40272485,w54832,36,191.75,1,4
chr11,119851543,120070906,w54833,23,203.783,5,1
chr11,130095526,130314889,w54834,49,209.449,5,2
chr5,108694255,108913618,w54835,62,199.371,10,1
chr20,7471704,7691067,w54836,59,193.475,12,0
chr14,96597128,96816491,w54837,35,201.6,1,5
chr18,48609020,48828383,w54838,42,196.643,6,1
chr7,38853840,39073203,w54839,49,205.714,7,1
chr8,113488010,113707373,w54840,25,174.4,4,0
chr12,91669708,91889071,w54841,39,197.718,10,0
chr10,109616995,109836358,w54842,50,190.16,17,0
chr11,119084448,119303811,w54843,21,189.762,3,12
chr7,148988463,149207826,w54844,36,179.083,8,0
chr2,110536890,110756253,w54845,50,190.3,13,5
chr15,89739169,89958532,w54846,30,182.233,6,0
chr6,35326339,35545702,w54847,56,193.196,8,3
chr10,38508513,38727876,w54848,22,205.045,4,0
chr6,73241771,73461134,w54849,26,176.385,8,1
chr7,15378225,15597588,w54850,33,215.394,9,0
chr11,102674381,102893744,w54851,38,179.921,9,7
chr9,54624882,54844245,w54852,0,,0,0
chr2,102655253,102874616,w54853,49,201.224,6,3
chr3,126356523,126575886,w54854,46,205.587,6,1
chr3,178576391,178795754,w54855,38,180.711,15,0
chr9,146940955,147160318,w54856,27,225.556,4,8
chr6,144896564,145115927,w54857,36,180.028,3,2
chr4,109724612,109943975,w54858,36,162.556,16,1
chr1,65498744,65718107,w54859,69,190.986,18,1
chr14,94057240,94276603,w54860,39,195.256,4,1
chr1,87995500,88214863,w54861,27,179.407,9,0
chr6,32828850,33048213,w54862,33,184.485,10,11
chr7,102577214,102796577,w54863,28,217.929,2,4
chr7,61320608,61539971,w54864,0,,0,0
chr2,202614020,202833383,w54865,42,188.762,4,6
chr12,130058405,130277768,w54866,54,213.815,8,4
chr3,163568092,163787455,w54867,43,157.791,15,1
chr10,36310801,36530164,w54868,42,201.762,10,0
chr6,130216367,130435730,w54869,46,196.283,9,0
chr8,11255599,11474962,w54870,39,202.872,7,1
chr7,41562666,41782029,w54871,36,195.056,7,0
chr20,59862389,60081752,w54872,48,212.083,6,2
chr5,161368669,161588032,w54873,39,157.359,16,2
chr2,165619920,165839283,w54874,28,154.25,12,2
chr5,174899405,175118768,w54875,49,188.367,9,0
chr8,38781501,39000864,w54876,39,188.205,8,3
chr1,136597505,136816868,w54877,0,,0,0
chr18,76047737,76267100,w54878,40,180.725,10,0
chr3,7010941,7230304,w54879,29,197.483,4,0
chr19,13983682,14203045,w54880,11,191.0,1,13
chr6,126484484,126703847,w54881,34,184.176,7,1
chr9,109002673,109222036,w54882,64,186.625,7,6
chr12,100717176,100936539,w54883,38,153.395,12,1
chr1,32480725,32700088,w54884,27,197.37,3,6
chr6,60509548,60728911,w54885,0,,0,0
chr4,68668264,68887627,w54886,22,194.773,6,0
chr2,118808509,119027872,w54887,34,209.941,6,0
chr11,21827246,22046609,w54888,45,179.711,14,0
chr2,190446041,190665404,w54889,54,174.741,21,2
chr9,56769920,56989283,w54890,0,,0,0
chr6,136416091,136635454,w54891,27,202.185,7,1
chr21,25374448,25593811,w54892,36,177.444,15,0
chr18,46772663,46992026,w54893,49,210.041,3,2
chr1,140707188,140926551,w54894,0,,0,0
chr15,46746036,46965399,w54895,41,175.317,10,5
chr2,228307357,228526720,w54896,38,153.316,15,1
chr7,115608647,115828010,w54897,18,138.5,8,1
chr15,42956775,43176138,w54898,29,175.931,7,3
chr4,174595785,174815148,w54899,59,172.424,26,1
chr13,27251121,27470484,w54900,48,194.917,3,3
chr4,107187635,107406998,w54901,72,169.028,27,0
chr17,17407835,17627198,w54902,39,223.385,2,5
chr7,113799230,114018593,w54903,50,168.76,18,3
chr3,78445520,78664883,w54904,37,173.703,9,0
chr1,198300457,198519820,w54905,37,193.649,10,1
chr10,45938736,46158099,w54906,49,178.082,12,3
chr12,38504534,38723897,w54907,42,171.738,13,0
chr12,106238179,106457542,w54908,48,196.167,7,2
chr8,115355750,115575113,w54909,53,186.302,21,0
chr6,18223806,18443169,w54910,46,162.522,11,3
chr10,2184227,2403590,w54911,56,223.464,7,2
chr1,2926801,3146164,w54912,18,239.278,3,4
chr4,151023853,151243216,w54913,42,192.667,4,2
chr4,151791550,152010913,w54914,55,195.327,12,0
chr14,45793486,46012849,w54915,39,183.513,9,3
chr7,158642824,158862187,w54916,25,198.64,7,2
chr1,227078286,227297649,w54917,36,238.167,1,9
chr17,30832429,31051792,w54918,61,163.082,17,2
chr6,140554980,140774343,w54919,23,179.391,5,2
chr1,202686134,202905497,w54920,20,212.9,3,3
chr6,98772801,98992164,w54921,53,201.774,14,0
chr20,56237593,56456956,w54922,43,200.558,8,1
chr15,76319322,76538685,w54923,43,195.605,4,5
chr10,19747240,19966603,w54924,34,178.118,14,2
chr13,51250076,51469439,w54925,53,195.755,8,4
chr8,83677131,83896494,w54926,57,184.947,17,1
chr15,68136888,68356251,w54927,27,192.704,3,1
chr16,72748864,72968227,w54928,28,183.214,3,9
chr5,47477921,47697284,w54929,0,,0,0
chr7,7275085,7494448,w54930,61,175.082,15,2
chr3,175222826,175442189,w54931,60,166.183,19,3
chr12,128702974,128922337,w54932,53,198.642,5,3
chr2,13551073,13770436,w54933,48,174.229,20,0
chr7,75058830,75278193,w54934,28,203.536,0,3
chr20,39009620,39228983,w54935,48,225.167,3,2
chr7,5977612,6196975,w54936,37,213.324,1,8
chr1,38367755,38587118,w54937,35,181.114,7,0
chr1,226200025,226419388,w54938,66,212.591,8,0
chr20,14469465,14688828,w54939,44,194.159,6,1
chr12,97116418,97335781,w54940,15,214.267,3,1
chr12,108446313,108665676,w54941,45,196.267,6,7
chr6,31800683,32020046,w54942,16,224.062,1,20
chr8,30972432,31191795,w54943,50,191.52,6,4
chr9,112093621,112312984,w54944,64,182.219,11,2
chr14,8856506,9075869,w54945,10,54.1,10,0
chr8,123707797,123927160,w54946,28,195.0,4,2
chr5,26039532,26258895,w54947,51,180.569,19,0
chr8,68190996,68410359,w54948,50,185.48,11,1
chr12,42258768,42478131,w54949,39,188.103,7,4
chr1,76515497,76734860,w54950,43,197.953,8,2
chr7,49001506,49220869,w54951,49,199.286,16,1
chr5,102011871,102231234,w54952,47,183.766,14,0
chr18,36396039,36615402,w54953,48,192.521,8,1
chr6,79666426,79885789,w54954,56,154.393,31,1
chr10,111811487,112030850,w54955,53,191.113,7,4
chr7,12158075,12377438,w54956,51,188.686,17,1
chr15,97495456,97714819,w54957,50,202.98,11,3
chr19,22556530,22775893,w54958,35,198.086,12,8
chr1,157590250,157809613,w54959,66,188.227,22,6
chr1,102036420,102255783,w54960,64,171.703,23,0
chr12,56325426,56544789,w54961,47,182.043,6,8
chr10,77646393,77865756,w54962,43,185.605,14,1
chr9,106529789,106749152,w54963,65,179.631,10,2
chr7,132851513,133070876,w54964,23,183.043,5,1
chr13,10729242,10948605,w54965,54,188.704,16,1
chr12,13392314,13611677,w54966,22,173.5,8,0
chr6,124344148,124563511,w54967,56,184.589,20,0
chr5,80814096,81033459,w54968,72,192.083,10,4
chr20,40900370,41119733,w54969,35,185.0,6,1
chr6,12618387,12837750,w54970,21,172.0,6,1
chr3,189250783,189470146,w54971,44,183.545,6,7
chr20,30745264,30964627,w54972,20,93.75,17,0
chr12,5161549,5380912,w54973,34,160.912,14,1
chr9,105413827,105633190,w54974,55,201.291,3,3
chr14,9516338,9735701,w54975,34,165.059,19,0
chr3,3877191,4096554,w54976,38,135.421,18,0
chr9,139442892,139662255,w54977,39,221.923,2,6
chr4,98479641,98699004,w54978,19,143.263,8,0
chr16,74814178,75033541,w54979,26,211.654,1,5
chr2,195311563,195530926,w54980,60,187.05,17,0
chr3,16524720,16744083,w54981,57,174.0,13,2
chr4,52440946,52660309,w54982,0,,0,0
chr7,48494220,48713583,w54983,66,189.742,16,0
chr2,29232987,29452350,w54984,22,216.455,2,1
chr9,34761601,34980964,w54985,74,160.581,19,3
chr13,91206114,91425477,w54986,39,210.538,8,0
chr1,68142837,68362200,w54987,30,196.8,5,1
chr17,30752326,30971689,w54988,64,171.812,12,2
chr16,52560016,52779379,w54989,53,196.528,1,5
chr1,170716287,170935650,w54990,34,182.088,8,1
chr1,42844045,43063408,w54991,52,195.308,10,4
chr9,16538116,16757479,w54992,10,215.5,0,2
chr5,60584867,60804230,w54993,31,159.452,15,1
chr8,47953722,48173085,w54994,51,174.529,9,2
chr9,57938024,58157387,w54995,0,,0,0
chr11,79225355,79444718,w54996,25,214.52,4,3
chr13,80167523,80386886,w54997,57,186.053,16,1
chr16,73683150,73902513,w54998,27,178.444,2,12
chr10,15283894,15503257,w54999,43,195.558,12,1
chr2,27446319,27665682,w55000,36,195.917,0,8
chr2,192341012,192560375,w55001,18,248.0,0,0
chr10,4526666,4746029,w55002,51,214.824,11,2
chr12,114208330,114427693,w55003,41,189.732,13,3
chr13,95608218,95827581,w55004,49,183.245,17,1
chr8,142521596,142740959,w55005,17,210.176,1,3
chr10,52222418,52441781,w55006,35,169.343,14,0
chr21,24774724,24994087,w55007,60,189.817,19,1
chr5,1960900,2180263,w55008,49,181.347,13,0
chr3,130452806,130672169,w55009,55,216.364,4,2
chr21,41622454,41841817,w55010,32,236.5,2,6
chr18,11765956,11985319,w55011,55,190.964,13,3
chr1,113981614,114200977,w55012,14,173.286,4,2
chr6,52185703,52405066,w55013,40,165.025,12,2
chr13,6297080,6516443,w55014,15,291.0,10,0
chr3,1033764,1253127,w55015,41,208.488,10,1
chr1,29177953,29397316,w55016,31,190.226,4,1
chr1,91602686,91822049,w55017,30,160.767,3,2
chr9,100841226,101060589,w55018,66,201.015,8,1
chr3,89494396,89713759,w55019,38,190.947,8,0
chr4,21997894,22217257,w55020,42,144.667,21,0
chr1,178282158,178501521,w55021,31,211.742,3,3
chr13,110631904,110851267,w55022,29,219.345,6,1
chr16,70416342,70635705,w55023,44,186.705,15,0
chr13,96346452,96565815,w55024,19,158.474,5,2
chr2,96724295,96943658,w55025,32,182.781,6,6
chr20,55313523,55532886,w55026,28,220.179,3,3
chr20,52997143,53216506,w55027,29,210.862,7,0
chr4,58722041,58941404,w55028,40,176.225,10,3
chr22,24777359,24996722,w55029,51,192.863,2,4
chr7,96899913,97119276,w55030,62,204.597,10,1
chr1,188723728,188943091,w55031,71,184.915,21,0
chr9,146874899,147094262,w55032,19,248.842,2,7
chr8,87609124,87828487,w55033,43,173.0,13,2
chr16,7413744,7633107,w55034,35,179.571,11,1
chr5,125568486,125787849,w55035,39,195.692,9,0
chr14,16689708,16909071,w55036,34,192.235,5,4
chr14,96711061,96930424,w55037,48,213.042,1,4
chr1,239361511,239580874,w55038,37,205.865,4,2
chr11,115506716,115726079,w55039,23,180.696,4,1
chr7,12633124,12852487,w55040,42,191.095,8,3
chr3,198414679,198634042,w55041,34,215.0,5,5
chr6,63213724,63433087,w55042,49,187.918,14,1
chr16,70042000,70261363,w55043,45,189.089,12,0
chr12,55931095,56150458,w55044,16,187.312,0,14
chr10,68931636,69150999,w55045,35,204.714,2,3
chr1,49831274,50050637,w55046,35,165.143,11,2
chr11,121435910,121655273,w55047,34,212.059,1,3
chr13,78478254,78697617,w55048,49,202.673,5,2
chr20,37941674,38161037,w55049,36,221.722,2,2
chr14,19431796,19651159,w55050,52,160.635,25,0
chr1,101811721,102031084,w55051,48,195.375,15,1
chr19,24421651,24641014,w55052,6,49.1667,6,0
chr14,8289110,8508473,w55053,52,229.135,4,0
chr1,150489610,150708973,w55054,44,213.068,0,6
chr12,76950060,77169423,w55055,54,157.648,16,1
chr4,109974724,110194087,w55056,67,196.224,14,0
chr10,60752308,60971671,w55057,47,182.574,9,2
chr4,40790859,41010222,w55058,22,197.045,2,1
chr13,68772104,68991467,w55059,38,200.605,11,0
chr3,99781234,100000597,w55060,48,171.625,19,0
chr16,58827574,59046937,w55061,47,187.106,5,2
chr1,60215738,60435101,w55062,50,171.42,14,0
chr1,107582928,107802291,w55063,29,154.966,14,1
chr2,199491423,199710786,w55064,50,180.48,13,0
chr6,107051740,107271103,w55065,36,188.917,3,1
chr11,3515180,3734543,w55066,34,198.824,5,7
chr7,111330401,111549764,w55067,59,174.864,20,0
chr7,125548648,125768011,w55068,55,194.909,13,1
chr16,21362853,21582216,w55069,44,191.773,9,5
chr9,83364837,83584200,w55070,44,173.136,14,0
chr8,132806781,133026144,w55071,38,149.921,17,1
chr6,6144184,6363547,w55072,43,173.465,11,1
chr21,35322395,35541758,w55073,50,194.4,7,4
chr4,154706430,154925793,w55074,56,178.589,11,2
chr2,215310460,215529823,w55075,46,169.348,14,2
chr8,138931582,139150945,w55076,34,187.029,9,0
chr11,35671890,35891253,w55077,37,170.189,8,3
chr1,66718518,66937881,w55078,42,187.381,3,3
chr16,73644856,73864219,w55079,21,173.524,2,14
chr4,120245497,120464860,w55080,49,208.714,11,1
chr11,26989821,27209184,w55081,46,166.761,22,2
chr3,61108687,61328050,w55082,40,178.05,11,1
chr17,55244177,55463540,w55083,46,175.326,19,0
chr5,112311725,112531088,w55084,51,187.314,12,2
chr3,167083216,167302579,w55085,49,200.633,16,0
chr1,99290230,99509593,w55086,41,165.024,12,2
chr5,115392344,115611707,w55087,44,153.386,17,0
chr6,148903812,149123175,w55088,34,176.471,8,0
chr1,182187190,182406553,w55089,57,185.456,11,4
chr9,142494828,142714191,w55090,35,221.771,0,1
chr7,4092190,4311553,w55091,34,219.971,3,2
chr8,124471691,124691054,w55092,34,184.412,8,5
chr2,126413795,126633158,w55093,61,165.639,24,1
chr6,166718244,166937607,w55094,52,191.75,11,0
chr21,38044527,38263890,w55095,50,169.8,18,3
chr5,46732297,46951660,w55096,3,54.3333,3,0
chr14,74092649,74312012,w55097,54,189.963,16,0
chr2,167969601,168188964,w55098,46,196.152,9,0
chr2,218526410,218745773,w55099,53,200.717,9,6
chr22,22627806,22847169,w55100,44,180.955,18,2
chr11,99561526,99780889,w55101,44,158.568,14,1
chr11,69311735,69531098,w55102,35,245.229,0,4
chr6,63091765,63311128,w55103,41,184.024,12,0
chr13,71365052,71584415,w55104,46,169.587,20,0
chr19,43204483,43423846,w55105,19,214.0,1,8
chr1,218182398,218401761,w55106,48,193.292,11,0
chr3,80888746,81108109,w55107,61,155.393,23,1
chr17,25922665,26142028,w55108,0,,0,0
chr1,117063472,117282835,w55109,34,193.765,5,5
chr5,119987775,120207138,w55110,59,164.237,23,1
chr1,162921701,163141064,w55111,48,185.333,11,0
chr6,170201106,170420469,w55112,49,216.224,10,3
chr7,7789840,8009203,w55113,44,179.773,6,1
chr3,79617337,79836700,w55114,35,163.0,15,1
chr1,117482063,117701426,w55115,52,195.0,9,2
chr6,13069585,13288948,w55116,29,183.448,6,4
chr8,19132059,19351422,w55117,37,187.649,6,1
chr13,84636652,84856015,w55118,24,196.625,4,0
chr13,13300202,13519565,w55119,37,186.378,12,0
chr1,129976182,130195545,w55120,0,,0,0
chr7,145141705,145361068,w55121,80,203.575,15,6
chr16,79928392,80147755,w55122,56,199.196,11,2
chr10,56666823,56886186,w55123,53,194.811,13,0
chr16,95455842,95675205,w55124,36,237.472,0,6
chr20,8187730,8407093,w55125,54,205.611,10,1
chr5,99994543,100213906,w55126,50,189.6,15,1
chr2,33315917,33535280,w55127,34,177.912,5,2
chr1,65369667,65589030,w55128,69,178.362,17,1
chr2,91744331,91963694,w55129,43,211.047,6,3
chr12,111393404,111612767,w55130,36,206.083,0,3
chr2,153284855,153504218,w55131,54,179.704,17,0
chr20,24166687,24386050,w55132,42,202.976,10,1
chr11,34596867,34816230,w55133,33,194.0,5,2
chr20,60949324,61168687,w55134,40,205.975,3,2
chr9,118761631,118980994,w55135,35,185.914,8,2
chr3,82435115,82654478,w55136,37,207.622,10,0
chr2,32523824,32743187,w55137,54,193.481,11,4
chr14,91008088,91227451,w55138,40,220.275,1,2
chr1,135848267,136067630,w55139,0,,0,0
chr17,49415237,49634600,w55140,23,211.565,1,17
chr1,23451952,23671315,w55141,32,202.562,1,8
chr10,122899653,123119016,w55142,28,183.036,5,1
chr6,50732420,50951783,w55143,50,161.26,18,0
chr10,24440902,24660265,w55144,30,208.333,4,2
chr14,39424988,39644351,w55145,39,167.436,11,1
chr2,129635119,129854482,w55146,70,195.429,16,1
chr20,51230671,51450034,w55147,49,231.041,0,2
chr10,5573741,5793104,w55148,40,209.075,2,4
chr6,145386722,145606085,w55149,37,177.865,8,2
chr21,23161790,23381153,w55150,58,185.948,18,1
chr15,44312676,44532039,w55151,54,194.833,12,0
chr2,22230350,22449713,w55152,59,193.542,15,0
chr2,58232919,58452282,w55153,42,202.738,7,2
chr19,30650942,30870305,w55154,59,146.847,36,0
chr9,135141308,135360671,w55155,42,212.286,2,4
chr7,79098624,79317987,w55156,33,187.909,6,1
chr1,118309775,118529138,w55157,58,199.569,17,0
chr9,101448536,101667899,w55158,45,221.711,3,4
chr4,86684924,86904287,w55159,36,210.389,5,4
chr3,189146271,189365634,w55160,44,179.136,10,4
chr6,25057028,25276391,w55161,42,205.143,5,2
chr1,157306935,157526298,w55162,60,157.767,26,5
chr10,21149554,21368917,w55163,32,169.906,7,2
chr10,112643880,112863243,w55164,44,168.068,12,0
chr12,11861747,12081110,w55165,36,197.167,2,2
chr1,85053870,85273233,w55166,45,190.089,8,4
chr3,39468518,39687881,w55167,50,211.14,8,1
chr14,86437444,86656807,w55168,36,181.111,6,1
chr9,2085462,2304825,w55169,26,196.5,3,1
chr1,48838921,49058284,w55170,37,153.243,14,0
chr13,112824511,113043874,w55171,20,222.6,0,5
chr6,54957708,55177071,w55172,47,150.021,20,2
chr4,119938188,120157551,w55173,61,185.049,22,0
chr13,98752380,98971743,w55174,34,190.176,4,5
chr5,47096944,47316307,w55175,0,,0,0
chr7,39438075,39657438,w55176,24,159.75,11,2
chr16,32962954,33182317,w55177,46,205.457,7,1
chr2,156526394,156745757,w55178,62,171.806,22,1
chr9,33378905,33598268,w55179,38,201.842,5,6
chr2,221800935,222020298,w55180,16,181.312,6,0
chr21,17604172,17823535,w55181,46,226.978,10,0
chr5,56850912,57070275,w55182,31,187.097,4,1
chr18,24530467,24749830,w55183,37,208.649,2,3
chr5,131024375,131243738,w55184,85,173.941,30,0
chr16,12793019,13012382,w55185,53,169.774,18,2
chr14,40713453,40932816,w55186,58,161.414,20,1
chr3,49948797,50168160,w55187,37,170.27,3,4
chr11,16004203,16223566,w55188,23,162.13,6,2
chr3,190782770,191002133,w55189,25,204.6,3,4
chr1,224679509,224898872,w55190,43,199.233,3,1
chr4,30000797,30220160,w55191,40,203.55,11,0
chr12,43043345,43262708,w55192,39,208.205,7,1
chr3,48897231,49116594,w55193,24,217.708,0,10
chr10,42599129,42818492,w55194,0,,0,0
chr14,81156133,81375496,w55195,30,185.933,8,0
chr5,26545633,26764996,w55196,41,159.293,17,0
chr2,125571750,125791113,w55197,63,183.111,22,0
chr10,9101000,9320363,w55198,33,184.97,9,2
chr2,96452327,96671690,w55199,63,182.238,29,5
chr1,26315569,26534932,w55200,27,179.519,4,4
chr2,88394500,88613863,w55201,51,204.275,3,3
chr4,95790793,96010156,w55202,56,183.036,20,0
chr11,76798370,77017733,w55203,62,185.29,8,2
chr5,80240277,80459640,w55204,42,196.143,8,1
chr18,59871222,60090585,w55205,44,192.227,10,1
chr13,97229145,97448508,w55206,51,212.549,2,3
chr22,49127295,49346658,w55207,49,244.204,5,1
chr11,88648202,88867565,w55208,48,174.104,17,0
chr1,63128957,63348320,w55209,36,191.639,3,5
chr2,209329304,209548667,w55210,57,173.684,21,0
chr4,19876436,20095799,w55211,39,173.795,15,0
chr12,48368775,48588138,w55212,65,168.062,21,5
chr11,14190796,14410159,w55213,36,198.028,4,0
chr3,144834506,145053869,w55214,66,179.652,10,2
chr12,23990655,24210018,w55215,22,232.273,2,2
chr4,176969453,177188816,w55216,50,154.82,21,0
